siteLabel,coordinate,siteID
Tikal National Park,Point(-89.61666667 17.21666667),6063031
Timbuktu,Point(-3.00742 16.77348),9427
Timbuktu,Point(-2.999443888 16.773333055),9427
Timgad,Point(6.468666 35.484237),459629
Tipasa,Point(2.44077 36.5951),3529269
Tiwanaku,Point(-68.673333333 -16.554722222),61750
Tiya archaeological site,Point(38.61211111 8.43491667),6130080
Tlacotalpan,Point(-95.656273611 18.613025),903792
Tokaj Wine Region Historic Cultural Landscape,Point(21.35 48.15),64559620
Tomb of Askia,Point(-0.044444 16.289722),503823
Tongariro National Park,Point(175.583333 -39.2),202845
Toronto Avenue Cemetery,Point(2.900056 50.74075),2947778
Torre de Rectoría,Point(-99.18823 19.331953),107369202
Torre de San Martín,Point(-1.10933 40.3443),7826989
Tour Pey-Berland,Point(-0.576555555 44.837619444),954262
Tournai Cathedral,Point(3.388903 50.606502),391229
Tower of Hercules,Point(-8.406388888 43.385833333),245151
Tower of Iglesia de San Salvador,Point(-1.10805 40.342),3896939
Tower of London,Point(-0.076198055 51.5082),62378
Tower of Shadows,Point(76.8041 30.75961),116451393
Town Hall and Roland on the Marketplace of Bremen,Point(8.807472222 53.07597222),15238169
Town Hall of Bremen,Point(8.8076 53.0759),19479
Tr'ondëk-Klondike,Point(-139.0 64.0),65118617
"Track ""X"" Cemetery",Point(2.911528 50.878167),2333369
Trans-Iranian Railway,Point(51.398333333 35.658305555),162835
Trepucó,Point(4.26553 39.87394),43109399
Trinidad and the Valley de los Ingenios,Point(-79.98444444 21.80305556),15819677
Trinity Lavra of St. Sergius,Point(38.13065 56.31035),211962
Tropical Rainforest Heritage of Sumatra,Point(101.5 -2.5),4521
Trottoir National Cemetery,Point(5.605921 49.065465),20973811
Troy,Point(26.238888888 39.9575),22647
Tràng An,Point(105.9156 20.2557),10810559
Tsingy de Bemaraha Strict Nature Reserve,Point(44.75 -18.66667),1405154
Tsodilo,Point(21.754166666 -18.771666666),214007
Tubbataha Reef,Point(119.8675 8.953333333),927108
Tusi Sites,Point(109.966944444 28.998611111),19852428
Twyfelfontein,Point(14.372583333 -20.595583333),754791
Tyne Cot Cemetery,Point(2.998889 50.8875),2369533
Tyne Cot Memorial,Point(3.00067 50.88745),15991782
Tyre,Point(35.195833 33.269167),3991738
Ujung Kulon National Park,Point(105.333333333 -6.75),4522
Uluṟu-Kata Tjuṯa National Park,Point(130.985732 -25.322076),251999
Umayyad Mosque,Point(36.306666666 33.511388888),183562
Umm ar-Rasas,Point(35.919722222 31.499722222),822842
Umm el-Jimal,Point(36.369722222 32.326666666),3107493
Universidade de Coimbra – Alta e Sofia,Point(-8.425775 40.20781111),15229957
University City of Caracas,Point(-66.890555555 10.490833333),1061531
University and Historic Precinct of Alcalá de Henares,Point(-3.363131 40.482925),47531644
Upper German-Raetian Limes,Point(9.1575 49.796388888),17374397
Upper Gulf of California and Colorado River Delta biosphere reserve,Point(-114.5425 31.737222222),5671143
Upper Svaneti,Point(43.01139 42.91639),47496765
Urnes Stave Church,Point(7.3225 61.298055555),210678
Uvs Nuur Basin,Point(92.71972 50.275),64797735
V.C. Corner Australian Cemetery and Memorial,Point(2.83367 50.61957),2040499
Val d'Orcia,Point(11.55 43.066666666),217449
Valdes Peninsula,Point(-63.933333 -42.5),213237
Vale de Figueira / Teixugo,Point(-7.16754 41.036383),64686803
Vale de Moinhos,Point(-7.109336 41.074741),64686804
Vale de Namoradas,Point(-7.0853 41.0353),64686805
Valerian Palace,Point(51.5772211 29.7800119),5686125
Valle dei Templi,Point(13.59 37.28972222),636774
Valletta,Point(14.5125 35.897777777),23800
Valley of Flowers National Park,Point(79.6175 30.73),605897
Vallée de Mai,Point(55.7375 -4.329166666),573558
Valmayor V,Point(0.1559 41.3065),56702873
Valongo Wharf,Point(-43.187394 -22.897111),20048515
Van Nelle Factory,Point(4.433611 51.922778),2328849
Vatican City,Point(12.453 41.904),237
Vatican City,Point(12.451667 41.9025),11327751
Vatnajökull National Park,Point(-17.0 64.5),1353292
Vauquois National Cemetery,Point(5.075144 49.195632),20973913
Vecrīga,Point(24.1082 56.9485),1026415
Vegaøyan,Point(11.9 65.633333333),829084
Venice and its Lagoon,Point(12.33894444 45.43430556),11352141
Verla,Point(26.640016 61.061992),217447
Verona,Point(10.992777777 45.438611111),2028
Verona historic center,Point(10.993888888 45.438611111),3678423
Veslud German military cemetery,Point(3.73441 49.5324),2972648
Via Cairoli,Point(8.930773888 44.411988888),54430642
Victoria Falls,Point(25.858055555 -17.924777777),43278
Victorian Gothic and Art Deco Ensembles of Mumbai,Point(72.830083 18.929806),16942531
Vieux Lyon,Point(4.828056 45.763056),8399
Vigan,Point(120.38694 17.57472),235004
Viking Age Ring Fortresses,Point(10.389166666 55.391944444),64518271
Viking Age Ring Fortresses,Point(11.265277777 55.394166666),64518271
Viking Age Ring Fortresses,Point(12.121944444 55.469722222),64518271
Viking Age Ring Fortresses,Point(9.770277777 56.623333333),64518271
Viking Age Ring Fortresses,Point(9.254722222 56.995277777),64518271
Villa Romana del Casale,Point(14.334553 37.364723),505617
Villa Tugendhat,Point(16.615833333 49.207222222),457453
Villa d'Este,Point(12.796111111 41.9625),746063
Villers-Bretonneux Military Cemetery,Point(2.5082 49.886238),2065958
Villers–Bretonneux Australian National Memorial,Point(2.51291 49.887008),2544355
Vilnius Old Town,Point(25.283333333 54.683333333),445649
Virgin Komi Forests,Point(60.15 65.06666667),593870
Virunga National Park,Point(29.5 -0.5),223589
Visoki Dečani,Point(20.266388888 42.546944444),849517
Viñales Valley,Point(-83.716666666 22.616666666),48108
Vjetrenica,Point(17.983888888 42.845833333),2880621
Vladslo German war cemetery,Point(2.929444444 51.070555555),572953
Vlkolínec,Point(19.27833333 49.03888889),392365
Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique,Point(-61.0731 14.7582),64842970
Volubilis,Point(-5.553611111 34.071111111),391215
Vredefort crater,Point(27.5 -27.0),330095
Vredefort crater,Point(27.416666666 -26.816666666),330095
"Vrigne-Meuse Cemetery plot for deceased of November 11, 1918",Point(4.843142 49.701635),56599670
"Vézelay, Church and Hill",Point(3.748333333 47.466388888),64401449
Völklingen Ironworks,Point(6.84528 49.25056),127754
W-Arly-Pendjari Complex,Point(2.29 11.53),25379596
W-Arly-Pendjari Complex,Point(2.4878 11.8842),25379596
Wachau,Point(15.43417 48.36444),192201
Wadden Sea,Point(8.556111111 53.528611111),64590476
Wadi Al-Hitan,Point(30.043888888 29.270833333),501833
Wadi Rum,Point(35.419927777 29.5765),40729
Walled City of Baku with the Shirvanshahs' Palace and Maiden Tower,Point(49.833333333 40.366666666),29901643
Warsaw Old Town,Point(21.012222222 52.249722222),1139084
Wartburg,Point(10.306388888 50.966111111),151545
Water Management System of Augsburg,Point(10.902 48.3655),55249696
Waterton-Glacier International Peace Park,Point(-113.904166666 48.996055555),828212
Way of Saint James UNESCO World Heritage Sites in France,Point(-0.722944444 45.184055555),2962473
Weinberg am Klausberg,Point(13.019435 52.406512),19366647
Welsh Cemetery (Caesar's Nose),Point(2.882028 50.886778),2767343
West Lake Cultural Landscape of Hangzhou,Point(120.1408333 30.2375),15660376
West Norwegian Fjords – Geirangerfjord and Nærøyfjord,Point(6.977692 60.965776),12269990
Western Caucasus,Point(40.0 44.0),64798261
Western Ghats,Point(77.061111111 10.169722222),4527
Western Tian Shan,Point(74.583333333 42.5),16434635
Wet Tropics of Queensland,Point(145.705 -17.671),1135808
Wettstein National Cemetery,Point(7.117907 48.088831),20973864
White City,Point(34.773888888 32.077777777),159070
White Monuments of Vladimir and Suzdal,Point(40.4167 56.15),838264
Wieliczka and Bochnia Royal Salt Mines,Point(20.06388889 49.97916667),15240748
Wieskirche,Point(10.9 47.683333333),156675
Willandra Lakes Region,Point(143.101406 -33.618142),747875
Wimereux Communal Cemetery,Point(1.613348 50.773909),4554750
Windmills at Kinderdijk,Point(4.63472 51.88861),12012965
Wood Buffalo National Park,Point(-112.983 59.3833),391338
Wooden Hypostyle Mosques of Medieval Anatolia,Point(30.529575 38.755036111),64735123
Wooden churches of Southern Lesser Poland,Point(21.186051 49.630591),854267
Wooden tserkvas of Carpathian region in Poland and Ukraine,Point(21.0322 49.5339),8032604
Woods Cemetery,Point(2.915194 50.822361),2685191
Works of Antoni Gaudí,Point(2.027819 41.363828),921745
Works of Antoni Gaudí,Point(2.15 41.4),921745
World Heritage Dolomites,Point(12.16306 46.61306),2558177
World Heritage Sites in Tibet,Point(91.11716667 29.65791667),6478726
World Heritage Sites in Tibet,Point(91.11717 29.65792),6478726
Writing-on-Stone Provincial Park,Point(-111.617 49.0819),8038519
Wulingyuan,Point(110.466666666 29.345555555),4187
Wuyi Mountains,Point(117.683333 27.716667),207692
Wörlitzer Park,Point(12.4233 51.8481),638162
Würzburg Residence with the Court Gardens and Residence Square,Point(9.93889 49.79278),64822967
Xanadu,Point(116.179166666 42.359722222),471765
Xanthos-Letoon,Point(29.32028 36.335),16912661
Xinjiang Tianshan,Point(80.3542 41.9683),17993813
Xinjiang Tianshan,Point(82.3 43.0),17993813
Xochicalco,Point(-99.296638888 18.804305555),797120
Yakushima,Point(130.528611111 30.358611111),242176
Yanbaru National Park,Point(128.25 26.75),27134534
Yellowstone National Park,Point(-110.5 44.6),351
Yinxu,Point(114.303055555 36.139444444),464904
Yosemite National Park,Point(-119.5375 37.7425),180402
Yser Tower,Point(2.85214 51.03165),1708620
Yungang Grottoes,Point(113.122222222 40.109722222),308805
Zabid,Point(43.316666666 14.2),138986
Zagori,Point(20.7 39.8667),2712111
Zapovednik Wrangel Island,Point(179.4 71.233333333),985595
Zendan-e Soleyman,Point(47.201666666 36.614444444),5901248
Zendan-e Soleyman Lake,Point(47.201388888 36.614444444),105855964
Zeyrek Mosque,Point(28.95722222 41.01972222),197094
Zhoukoudian,Point(115.923888888 39.689166666),499552
Zollverein Coal Mine Industrial Complex,Point(7.04408 51.4865),122026
Zona Central da Cidade de Angra do Heroísmo,Point(-27.216667 38.65),66815885
Zubarah,Point(51.0272187 25.9833949),2727469
ancient village of Northern Syria,Point(36.844166944 36.334166944),55140228
archaeological site of Carthage,Point(10.33084 36.85788),52284968
banks of the Seine,Point(2.35889 48.85),2233532
borders of the Roman Empire,Point(-2.601 54.992611111),4147903
churches of Moldavia,Point(25.933 47.733),387687
historical centre of Yaroslavl,Point(39.8875 57.623611),4204534
historical city centre of Odesa,Point(30.741 46.485),15041608
historical town of Banska Stiavnica and the technical monuments in its vicinity,Point(18.9 48.46111),61122251
iSimangaliso Wetland Park,Point(32.5 -28.0),310719
iSimangaliso Wetland Park,Point(32.55 -27.8389),310719
iron pillar of Delhi,Point(77.185069444 28.524655555),543419
lifts on the old Canal du Centre,Point(4.0945 50.4714),99372
l’Orée de la Forêt Military Cemetery,Point(5.48111 49.73),2201265
neighborhood unit 107/307 and 108/308 South,Point(-47.904185 -15.814971),97626914
northern French coal mining region,Point(3.54611 50.4625),392215
old town of Cáceres,Point(-6.37 39.47416667),9757828
old town of Santiago de Compostela,Point(-8.54468 42.88076),12386144
port of the Moon,Point(-0.572222222 44.838888888),2249113
porticoes of Bologna,Point(11.332777777 44.491388888),3909051
reconstructed center of Le Havre,Point(0.115222 49.4891),2944797
rock drawings in Valcamonica,Point(10.35 46.023888888),945514
stadiums of the Ciudad Universitaria,Point(-99.1942366 19.3256529),97278042
streets in Cusco,Point(-71.978794 -13.516748),42826974
wooden churches of Maramureș,Point(24.0558 47.8194),828412
wooden churches of the Slovak Carpathians,Point(19.558333 49.336111),471717
Çatalhöyük,Point(32.828333333 37.6675),192522
Écoles des cités de la fosse n° 12 des mines de Lens,Point(2.80957 50.4421),3117924
Étaples Military Cemetery,Point(1.6225 50.535277777),2972667
Šibenik Cathedral,Point(15.889166666 43.735555555),391973
Škocjan Caves,Point(13.99472 45.665),500376
Žatec and the Landscape of Saaz Hops,Point(13.54509 50.32496),122898593
Žatec and the Landscape of Saaz Hops,Point(13.5444503 50.3295931),122898593
Žatec and the Landscape of Saaz Hops,Point(13.6194739 50.3206153),122898593
